temperature,altitude,pressure,zone_class
36.36,148.8,992.21,Unstable
32.29,190.1,995.0,Hot_Dry
38.84,365.6,969.16,Unstable
33.33,266.8,995.0,Hot_Dry
20.49,572.9,945.0,Cool_Humid
37.89,621.4,942.11,Unstable
30.11,78.9,1011.12,Unstable
21.4,27.8,1048.44,Unstable
22.27,452.7,960.54,Cool_Humid
30.59,300.0,995.0,Hot_Dry
23.97,433.0,962.74,Cool_Humid
32.8,193.1,995.0,Hot_Dry
40.0,480.5,949.37,Unstable
24.88,313.3,977.85,Cool_Humid
30.8,223.6,995.0,Hot_Dry
23.17,414.6,965.94,Cool_Humid
20.3,525.7,952.8,Cool_Humid
31.56,154.8,998.13,Hot_Dry
15.0,526.4,946.98,Unstable
30.81,148.0,998.32,Hot_Dry
32.12,158.8,995.71,Hot_Dry
35.0,254.9,995.0,Hot_Dry
32.42,92.9,1004.78,Hot_Dry
20.73,694.5,945.0,Cool_Humid
36.36,709.0,928.12,Unstable
30.25,80.6,1003.41,Hot_Dry
25.73,350.3,973.61,Cool_Humid
33.46,49.0,1010.39,Hot_Dry
29.23,530.3,935.56,Unstable
39.62,701.4,928.94,Unstable
17.63,404.9,977.12,Unstable
20.0,302.6,979.31,Cool_Humid
26.0,576.5,946.14,Cool_Humid
30.12,182.8,995.74,Hot_Dry
22.43,442.6,960.24,Cool_Humid
21.32,106.7,1005.5,Unstable
40.0,376.4,956.76,Unstable
22.29,399.3,966.18,Cool_Humid
34.22,219.2,995.0,Hot_Dry
20.0,435.6,961.51,Cool_Humid
26.91,376.2,988.45,Unstable
18.79,123.9,1007.38,Unstable
15.0,500.6,960.53,Unstable
23.09,699.6,945.0,Cool_Humid
20.0,538.2,949.53,Cool_Humid
19.5,139.5,986.31,Unstable
25.07,54.3,1028.91,Unstable
23.09,485.5,956.22,Cool_Humid
29.98,117.0,1007.1,Hot_Dry
34.44,74.2,1006.51,Hot_Dry
33.85,132.8,1001.67,Hot_Dry
30.59,193.6,995.0,Hot_Dry
22.12,562.4,951.17,Cool_Humid
29.62,92.4,1005.32,Hot_Dry
25.15,296.5,978.83,Cool_Humid
28.24,280.5,995.0,Hot_Dry
32.34,202.1,995.0,Hot_Dry
35.39,968.9,900.0,Unstable
36.98,479.0,950.16,Unstable
33.62,142.9,997.43,Hot_Dry
20.0,433.1,961.4,Cool_Humid
32.42,62.0,1010.04,Hot_Dry
33.95,387.7,969.09,Unstable
22.99,423.5,964.06,Cool_Humid
21.55,730.4,945.0,Cool_Humid
30.57,123.3,1006.4,Hot_Dry
33.21,444.1,978.01,Unstable
21.83,355.0,971.54,Cool_Humid
22.01,637.3,945.0,Cool_Humid
40.0,963.3,900.0,Unstable
25.49,592.8,945.0,Cool_Humid
32.42,93.4,1008.5,Hot_Dry
30.83,231.0,995.0,Hot_Dry
34.62,122.8,998.1,Hot_Dry
33.02,123.7,1004.69,Hot_Dry
35.28,952.0,905.47,Unstable
31.63,252.2,995.0,Hot_Dry
21.94,561.4,945.0,Cool_Humid
16.66,576.6,953.73,Unstable
30.79,468.2,944.59,Unstable
32.17,210.8,995.0,Hot_Dry
21.62,659.0,945.0,Cool_Humid
25.27,654.6,945.0,Cool_Humid
31.68,251.5,995.0,Hot_Dry
28.49,282.3,995.0,Hot_Dry
25.55,594.0,945.02,Cool_Humid
21.51,338.6,972.47,Cool_Humid
22.72,721.5,945.0,Cool_Humid
33.9,117.8,1003.99,Hot_Dry
17.63,375.9,931.63,Unstable
27.38,675.5,934.68,Unstable
40.0,912.2,917.51,Unstable
23.11,78.8,1013.0,Unstable
32.03,365.4,970.14,Unstable
21.79,895.6,914.16,Unstable
31.34,78.4,1006.06,Hot_Dry
23.74,635.1,945.0,Cool_Humid
31.25,94.9,1000.98,Hot_Dry
15.0,734.3,916.35,Unstable
28.87,45.5,1008.68,Hot_Dry
22.94,688.9,945.0,Cool_Humid
40.0,669.7,936.32,Unstable
28.11,155.8,995.0,Hot_Dry
21.71,497.1,957.28,Cool_Humid
24.34,491.7,956.38,Cool_Humid
25.35,909.1,904.09,Unstable
36.86,214.9,992.18,Unstable
32.12,107.8,1004.0,Hot_Dry
31.06,235.7,995.0,Hot_Dry
28.02,151.1,998.47,Hot_Dry
40.0,871.3,902.14,Unstable
31.57,162.4,995.04,Hot_Dry
31.22,257.6,995.0,Hot_Dry
20.12,117.9,1026.36,Unstable
25.4,316.9,972.44,Unstable
29.02,242.5,995.0,Hot_Dry
29.79,205.5,995.0,Hot_Dry
31.67,187.1,995.0,Hot_Dry
21.7,773.8,932.18,Unstable
22.76,293.7,984.36,Cool_Humid
34.37,802.8,901.8,Unstable
31.89,136.9,1000.37,Hot_Dry
22.88,308.2,974.1,Cool_Humid
24.22,947.6,911.93,Unstable
21.36,625.5,945.0,Cool_Humid
26.72,663.8,930.61,Unstable
22.29,667.1,945.0,Cool_Humid
19.89,353.1,950.18,Unstable
23.93,466.8,958.64,Cool_Humid
30.23,219.4,995.0,Hot_Dry
32.78,35.9,1013.85,Hot_Dry
20.0,448.5,962.47,Cool_Humid
29.23,235.9,995.0,Hot_Dry
30.19,32.3,1015.95,Hot_Dry
30.32,104.8,1004.62,Hot_Dry
32.3,120.4,1003.54,Hot_Dry
33.68,257.1,995.0,Hot_Dry
18.99,385.9,967.03,Unstable
33.36,944.0,910.31,Unstable
22.26,697.6,945.0,Cool_Humid
23.09,200.0,991.34,Cool_Humid
30.81,136.9,1001.72,Hot_Dry
30.16,347.6,979.32,Unstable
25.97,760.7,921.92,Unstable
25.31,800.0,945.0,Cool_Humid
22.56,198.0,983.09,Unstable
34.65,69.8,1024.87,Unstable
25.51,585.6,945.0,Cool_Humid
21.96,406.1,979.81,Unstable
30.62,222.9,995.0,Hot_Dry
22.87,366.1,970.11,Cool_Humid
29.99,145.6,1001.61,Hot_Dry
31.5,146.4,997.48,Hot_Dry
24.55,616.8,947.69,Unstable
23.68,536.5,950.99,Cool_Humid
31.22,320.4,952.78,Unstable
30.73,219.5,995.0,Hot_Dry
15.0,801.9,915.78,Unstable
24.47,658.4,945.0,Cool_Humid
25.31,438.6,959.41,Cool_Humid
26.0,200.0,990.4,Cool_Humid
23.56,327.9,974.52,Cool_Humid
31.11,28.4,1014.44,Hot_Dry
24.8,442.4,961.19,Cool_Humid
23.26,679.5,945.0,Cool_Humid
22.72,539.0,951.44,Cool_Humid
25.41,315.9,977.15,Cool_Humid
20.89,554.1,950.99,Cool_Humid
23.32,693.5,945.0,Cool_Humid
18.7,651.5,937.66,Unstable
32.8,41.2,1013.16,Hot_Dry
26.41,247.4,995.93,Unstable
33.29,663.1,944.53,Unstable
35.0,63.2,1006.49,Hot_Dry
18.74,173.8,975.4,Unstable
40.0,159.4,1002.77,Unstable
39.01,0.1,1045.84,Unstable
31.45,242.5,995.0,Hot_Dry
22.34,635.7,945.0,Cool_Humid
30.74,138.2,1000.76,Hot_Dry
20.22,981.6,903.33,Unstable
19.36,102.7,997.1,Unstable
33.54,0.0,1018.96,Hot_Dry
40.0,343.4,981.8,Unstable
30.33,210.2,995.0,Hot_Dry
40.0,46.9,997.03,Unstable
25.91,94.4,989.78,Unstable
32.29,146.6,999.11,Hot_Dry
32.94,102.9,1007.18,Hot_Dry
25.47,563.8,945.0,Cool_Humid
25.03,487.5,951.66,Cool_Humid
20.0,783.2,945.0,Cool_Humid
31.1,148.6,1000.19,Hot_Dry
21.76,200.0,985.07,Cool_Humid
20.0,508.1,954.81,Cool_Humid
37.38,101.1,1001.38,Unstable
20.59,363.5,996.19,Unstable
32.43,89.3,1003.87,Hot_Dry
23.99,431.8,962.26,Cool_Humid
25.06,411.8,965.9,Cool_Humid
17.97,323.3,970.1,Unstable
31.44,63.9,1014.55,Hot_Dry
22.49,462.1,959.5,Cool_Humid
24.02,430.8,959.77,Cool_Humid
32.11,123.2,997.81,Hot_Dry
21.87,630.7,945.0,Cool_Humid
40.0,28.8,1007.08,Unstable
25.14,474.6,958.65,Cool_Humid
23.77,200.0,987.89,Cool_Humid
32.95,163.5,1000.9,Hot_Dry
22.89,488.1,955.01,Cool_Humid
30.59,125.4,1000.38,Hot_Dry
15.0,763.2,911.87,Unstable
30.9,300.0,995.0,Hot_Dry
28.9,195.9,995.0,Hot_Dry
23.53,547.0,954.14,Cool_Humid
24.53,947.6,900.0,Unstable
26.0,471.6,960.96,Cool_Humid
35.18,933.9,900.0,Unstable
32.08,141.2,1000.75,Hot_Dry
18.69,181.1,969.57,Unstable
23.23,443.8,965.67,Unstable
30.28,517.3,967.48,Unstable
25.02,704.6,945.0,Cool_Humid
15.0,169.2,999.99,Unstable
22.7,258.8,968.0,Unstable
16.82,660.2,958.39,Unstable
26.0,375.8,967.64,Cool_Humid
28.45,29.8,1009.76,Hot_Dry
35.88,291.2,955.84,Unstable
34.72,476.1,951.4,Unstable
24.09,418.3,961.7,Cool_Humid
33.03,244.2,995.0,Hot_Dry
30.67,103.2,1007.62,Hot_Dry
22.34,686.5,945.0,Cool_Humid
34.06,759.1,920.1,Unstable
40.0,685.3,937.43,Unstable
15.0,275.7,957.1,Unstable
34.48,791.4,906.43,Unstable
22.27,56.7,999.56,Unstable
16.36,617.4,948.97,Unstable
30.42,121.7,999.66,Hot_Dry
31.37,73.7,1007.27,Hot_Dry
20.33,528.2,952.72,Cool_Humid
23.33,499.6,953.98,Cool_Humid
22.47,112.7,988.65,Unstable
20.0,524.5,949.98,Cool_Humid
33.06,131.3,999.32,Hot_Dry
29.55,141.6,1002.02,Hot_Dry
35.0,240.5,995.0,Hot_Dry
22.89,424.3,960.24,Cool_Humid
31.56,52.7,1009.77,Hot_Dry
15.0,338.8,983.23,Unstable
27.16,973.9,908.0,Unstable
21.71,466.3,950.36,Unstable
22.05,518.5,951.98,Cool_Humid
22.32,436.5,959.96,Cool_Humid
32.16,250.0,995.0,Hot_Dry
40.0,362.8,954.2,Unstable
29.0,148.1,999.37,Hot_Dry
33.5,114.7,1001.23,Hot_Dry
15.0,748.5,923.36,Unstable
33.21,109.2,1001.39,Hot_Dry
24.42,283.5,979.5,Cool_Humid
22.72,514.5,958.77,Unstable
21.34,745.8,914.72,Unstable
25.44,434.6,959.99,Cool_Humid
15.0,629.8,932.15,Unstable
25.32,811.4,910.76,Unstable
35.0,148.1,997.56,Hot_Dry
34.23,185.5,995.0,Hot_Dry
24.46,197.7,1007.28,Unstable
20.0,679.5,945.0,Cool_Humid
24.48,427.4,962.93,Cool_Humid
31.95,68.9,1009.59,Hot_Dry
31.47,84.7,1007.03,Hot_Dry
35.26,559.2,942.48,Unstable
40.0,921.9,913.54,Unstable
20.29,736.4,922.54,Unstable
32.61,298.7,995.0,Hot_Dry
28.66,114.7,999.79,Hot_Dry
25.97,653.5,945.0,Cool_Humid
29.88,257.4,989.03,Unstable
20.0,800.0,945.0,Cool_Humid
23.37,382.6,968.62,Cool_Humid
23.7,503.5,955.92,Cool_Humid
27.78,993.4,919.83,Unstable
29.16,207.6,995.0,Hot_Dry
34.71,2.5,1014.8,Hot_Dry
30.83,177.9,995.0,Hot_Dry
31.45,200.4,995.0,Hot_Dry
32.69,504.1,948.44,Unstable
22.5,562.9,946.08,Cool_Humid
32.53,59.2,1012.86,Hot_Dry
35.86,932.9,900.0,Unstable
26.0,200.0,989.64,Cool_Humid
23.81,607.3,945.0,Cool_Humid
30.88,98.1,1004.17,Hot_Dry
31.4,122.0,1001.59,Hot_Dry
33.0,62.7,1008.52,Hot_Dry
15.0,934.9,904.79,Unstable
16.78,315.8,994.04,Unstable
34.14,118.0,994.8,Unstable
20.13,134.6,996.24,Unstable
35.19,775.9,936.93,Unstable
35.29,7.1,998.29,Unstable
23.25,890.7,929.72,Unstable
35.35,104.4,998.81,Unstable
20.89,508.9,954.95,Cool_Humid
28.11,262.9,995.0,Hot_Dry
21.57,816.4,918.44,Unstable
32.46,88.7,1010.2,Hot_Dry
29.01,62.6,1006.25,Hot_Dry
31.71,173.0,995.0,Hot_Dry
21.37,45.6,1020.57,Unstable
17.48,147.4,991.06,Unstable
21.12,793.5,901.39,Unstable
31.41,236.0,995.0,Hot_Dry
25.57,621.9,945.0,Cool_Humid
31.72,55.3,1011.42,Hot_Dry
26.3,50.5,1002.69,Unstable
34.39,149.7,1000.72,Hot_Dry
31.97,169.5,998.98,Hot_Dry
17.51,548.5,942.38,Unstable
21.99,489.4,956.05,Cool_Humid
23.92,565.4,947.94,Cool_Humid
29.52,131.4,1001.29,Hot_Dry
22.47,103.9,986.73,Unstable
31.29,152.3,997.54,Hot_Dry
26.0,445.9,958.67,Cool_Humid
30.47,437.8,959.63,Unstable
18.29,104.4,1013.05,Unstable
20.74,499.6,958.64,Cool_Humid
32.91,88.3,1006.18,Hot_Dry
22.9,630.8,945.0,Cool_Humid
20.0,506.7,956.99,Cool_Humid
24.63,512.0,962.86,Unstable
40.0,184.1,1018.79,Unstable
25.11,838.3,914.86,Unstable
22.29,862.0,930.05,Unstable
31.12,44.0,1013.66,Hot_Dry
35.98,752.2,927.3,Unstable
23.18,442.3,964.94,Cool_Humid
24.41,693.7,945.0,Cool_Humid
23.76,423.2,964.42,Cool_Humid
34.3,85.8,1007.39,Hot_Dry
22.49,580.0,945.62,Cool_Humid
34.12,194.9,995.0,Hot_Dry
28.27,687.3,947.27,Unstable
23.81,455.2,958.65,Cool_Humid
22.24,674.7,945.0,Cool_Humid
28.02,70.0,1011.49,Hot_Dry
32.1,167.3,995.5,Hot_Dry
24.05,35.2,998.88,Unstable
30.95,5.5,1011.55,Hot_Dry
25.84,447.2,958.4,Cool_Humid
30.34,223.4,995.0,Hot_Dry
23.63,200.0,988.21,Cool_Humid
31.02,171.5,995.0,Hot_Dry
24.11,319.2,979.3,Unstable
18.88,173.3,988.87,Unstable
18.52,263.6,976.47,Unstable
21.54,780.3,945.0,Cool_Humid
27.96,781.5,927.37,Unstable
32.47,143.8,998.63,Hot_Dry
23.65,495.6,955.19,Cool_Humid
23.36,320.9,973.21,Cool_Humid
24.82,412.4,963.5,Cool_Humid
20.14,647.4,945.0,Cool_Humid
23.11,880.9,928.93,Unstable
24.29,356.5,974.12,Cool_Humid
24.5,200.0,988.71,Cool_Humid
20.74,702.0,945.0,Cool_Humid
25.99,819.1,954.01,Unstable
24.24,224.2,985.87,Cool_Humid
34.54,912.8,900.0,Unstable
31.51,184.3,998.88,Hot_Dry
32.57,113.5,1001.45,Hot_Dry
29.61,0.0,1014.96,Hot_Dry
31.35,490.4,959.64,Unstable
15.0,626.5,923.57,Unstable
24.62,542.6,950.77,Cool_Humid
26.0,420.8,957.28,Cool_Humid
34.58,958.2,902.23,Unstable
32.16,272.9,995.0,Hot_Dry
21.18,699.3,945.0,Cool_Humid
23.58,557.3,947.5,Cool_Humid
23.21,473.8,958.7,Cool_Humid
24.76,671.5,925.56,Unstable
20.88,652.8,945.0,Cool_Humid
20.0,463.8,957.85,Cool_Humid
32.65,161.7,1000.64,Hot_Dry
24.98,406.7,966.34,Cool_Humid
21.67,575.4,973.77,Unstable
33.88,187.4,995.0,Hot_Dry
31.8,53.2,1010.19,Unstable
31.31,902.2,911.02,Unstable
29.44,82.6,1007.66,Hot_Dry
23.63,443.7,961.82,Cool_Humid
19.7,263.5,990.21,Unstable
23.27,465.5,958.92,Cool_Humid
23.07,618.0,945.0,Cool_Humid
31.3,153.4,983.75,Unstable
24.77,837.7,900.0,Unstable
22.1,688.3,952.96,Unstable
20.0,443.4,961.6,Cool_Humid
25.94,999.1,900.0,Unstable
28.0,168.5,982.1,Unstable
22.19,769.8,945.0,Cool_Humid
40.0,343.3,973.87,Unstable
33.22,189.9,998.88,Hot_Dry
34.69,217.9,1031.6,Unstable
40.0,598.1,936.65,Unstable
22.35,560.7,950.99,Cool_Humid
37.66,163.4,996.98,Unstable
23.32,676.8,945.0,Cool_Humid
18.95,337.2,970.14,Unstable
40.0,407.0,980.79,Unstable
29.34,168.2,1006.85,Unstable
30.62,167.9,997.45,Hot_Dry
24.46,455.0,958.28,Cool_Humid
33.56,146.9,996.4,Hot_Dry
30.55,837.4,920.17,Unstable
23.97,518.1,953.72,Cool_Humid
32.76,153.3,998.06,Hot_Dry
27.74,783.8,917.52,Unstable
23.45,943.7,906.98,Unstable
21.94,415.9,962.59,Cool_Humid
40.0,845.7,905.49,Unstable
40.0,870.3,903.24,Unstable
36.86,674.2,923.42,Unstable
33.01,656.5,949.21,Unstable
33.96,156.2,995.0,Hot_Dry
21.64,301.5,979.32,Cool_Humid
23.86,455.1,963.81,Cool_Humid
34.82,171.6,984.36,Unstable
40.0,951.8,913.56,Unstable
21.92,811.1,900.0,Unstable
33.56,44.6,1014.63,Hot_Dry
23.7,560.0,947.91,Cool_Humid
27.9,634.1,971.25,Unstable
18.37,65.6,987.88,Unstable
30.45,155.6,995.0,Hot_Dry
20.34,488.3,955.94,Cool_Humid
15.02,22.2,975.12,Unstable
21.82,662.8,945.0,Cool_Humid
29.93,325.4,954.34,Unstable
28.47,174.9,995.0,Hot_Dry
31.55,247.5,995.0,Hot_Dry
20.48,624.5,945.0,Cool_Humid
29.82,123.8,997.54,Hot_Dry
33.78,154.2,1002.13,Hot_Dry
24.16,413.5,966.11,Cool_Humid
39.78,865.5,905.0,Unstable
23.29,338.2,972.49,Cool_Humid
30.71,185.6,995.0,Hot_Dry
20.21,208.3,973.55,Unstable
38.83,796.3,913.93,Unstable
33.28,53.1,1011.94,Hot_Dry
22.11,602.2,945.0,Cool_Humid
23.82,432.3,965.94,Cool_Humid
20.39,767.6,945.0,Cool_Humid
32.48,215.7,995.0,Hot_Dry
35.18,466.0,987.43,Unstable
40.0,255.8,990.77,Unstable
23.91,601.7,945.0,Cool_Humid
33.1,695.0,915.58,Unstable
22.48,352.1,974.05,Cool_Humid
32.26,183.3,995.58,Hot_Dry
22.49,317.5,977.11,Cool_Humid
35.0,52.7,1011.12,Hot_Dry
26.98,765.6,928.85,Unstable
24.13,500.3,951.89,Cool_Humid
21.86,385.0,966.57,Cool_Humid
23.01,259.0,982.35,Cool_Humid
20.11,341.7,1000.33,Unstable
29.14,128.2,998.85,Hot_Dry
32.45,425.1,965.39,Unstable
30.21,294.4,988.26,Unstable
34.67,662.8,938.46,Unstable
23.45,441.7,962.57,Cool_Humid
21.41,428.4,964.51,Cool_Humid
21.4,527.7,957.23,Cool_Humid
28.83,825.8,925.92,Unstable
28.0,239.6,995.0,Hot_Dry
20.0,546.7,948.25,Cool_Humid
33.93,122.0,996.8,Hot_Dry
25.15,445.6,991.1,Unstable
31.75,163.7,996.64,Hot_Dry
22.42,420.3,964.47,Cool_Humid
29.38,124.6,998.1,Hot_Dry
28.83,275.5,995.0,Hot_Dry
39.78,295.2,995.33,Unstable
29.47,60.2,1008.04,Hot_Dry
19.49,602.4,926.29,Unstable
31.48,367.1,968.37,Unstable
31.17,659.1,938.22,Unstable
33.54,863.8,906.47,Unstable
19.73,366.6,963.29,Unstable
25.7,951.8,926.7,Unstable
23.7,445.1,961.96,Cool_Humid
28.29,335.5,970.54,Unstable
26.9,230.4,987.74,Unstable
39.24,422.9,985.06,Unstable
29.5,248.7,995.0,Hot_Dry
35.71,556.9,964.67,Unstable
15.0,201.5,988.49,Unstable
21.38,800.0,945.0,Cool_Humid
21.41,241.1,984.63,Cool_Humid
33.86,987.1,923.86,Unstable
20.0,602.9,946.86,Cool_Humid
40.0,452.6,980.08,Unstable
37.16,148.8,980.79,Unstable
22.98,193.8,993.35,Unstable
28.54,585.8,932.12,Unstable
30.2,588.5,968.73,Unstable
31.34,724.7,929.95,Unstable
30.54,199.3,995.0,Hot_Dry
22.55,511.8,951.1,Cool_Humid
20.53,508.9,954.99,Cool_Humid
28.71,79.4,1011.37,Hot_Dry
40.0,237.7,972.34,Unstable
30.02,659.9,924.83,Unstable
23.46,434.4,968.26,Unstable
30.96,252.3,995.0,Hot_Dry
31.99,527.1,939.74,Unstable
21.61,472.5,954.81,Cool_Humid
34.32,730.2,949.06,Unstable
30.47,159.7,995.05,Hot_Dry
20.0,282.8,980.62,Cool_Humid
21.22,800.0,945.0,Cool_Humid
22.67,97.5,1002.73,Unstable
40.0,990.1,900.0,Unstable
25.71,200.0,987.8,Cool_Humid
24.49,342.1,958.18,Unstable
18.07,908.6,923.66,Unstable
26.0,218.0,989.45,Cool_Humid
34.37,236.8,995.0,Hot_Dry
25.47,487.7,957.52,Cool_Humid
38.75,531.4,953.98,Unstable
35.0,241.3,995.0,Hot_Dry
33.39,142.4,1002.11,Hot_Dry
22.7,409.9,965.69,Cool_Humid
24.44,456.4,960.1,Cool_Humid
28.17,219.6,995.0,Hot_Dry
20.0,482.1,954.38,Cool_Humid
30.93,206.7,995.0,Hot_Dry
33.35,0.0,1017.19,Hot_Dry
20.0,618.4,945.0,Cool_Humid
23.81,633.6,945.0,Cool_Humid
32.72,213.9,995.0,Hot_Dry
22.77,596.9,945.0,Cool_Humid
40.0,41.9,1004.15,Unstable
27.51,593.5,945.25,Unstable
24.62,546.5,950.49,Cool_Humid
21.27,72.8,998.12,Unstable
22.49,355.0,971.33,Cool_Humid
32.67,97.8,1000.14,Hot_Dry
35.0,151.9,995.0,Hot_Dry
31.13,135.9,1004.3,Hot_Dry
30.26,110.8,1006.33,Hot_Dry
29.32,212.5,995.0,Hot_Dry
21.97,670.7,945.0,Cool_Humid
27.31,953.0,900.0,Unstable
26.0,403.1,963.38,Cool_Humid
24.93,463.5,959.73,Cool_Humid
29.58,171.5,998.67,Hot_Dry
22.66,456.1,961.07,Cool_Humid
22.74,556.4,950.08,Cool_Humid
32.87,49.3,1012.02,Hot_Dry
25.67,569.7,974.48,Unstable
30.3,135.6,1002.54,Hot_Dry
23.43,418.8,965.29,Cool_Humid
25.06,275.7,980.23,Cool_Humid
21.6,684.6,945.0,Cool_Humid
22.51,333.9,976.07,Cool_Humid
17.45,780.2,933.0,Unstable
25.38,547.8,951.42,Cool_Humid
20.69,515.0,952.75,Cool_Humid
30.34,41.7,1016.37,Hot_Dry
26.55,604.5,930.16,Unstable
38.14,550.4,939.52,Unstable
31.39,264.0,995.0,Hot_Dry
31.99,855.9,923.24,Unstable
32.21,260.3,995.0,Hot_Dry
21.22,514.0,952.82,Cool_Humid
34.57,833.9,905.5,Unstable
25.45,323.3,978.11,Cool_Humid
31.6,50.7,1010.51,Hot_Dry
20.0,669.2,945.0,Cool_Humid
20.48,965.4,900.0,Unstable
19.53,209.4,1013.54,Unstable
35.8,497.7,943.78,Unstable
16.2,698.0,938.7,Unstable
21.44,371.3,970.55,Cool_Humid
37.44,171.9,1015.08,Unstable
25.26,449.1,961.76,Cool_Humid
21.86,632.3,945.0,Cool_Humid
22.58,604.3,945.0,Cool_Humid
29.49,201.3,995.0,Hot_Dry
22.27,365.2,970.48,Cool_Humid
19.36,207.3,991.03,Unstable
32.55,821.5,917.39,Unstable
29.62,249.7,995.0,Hot_Dry
18.61,950.2,930.43,Unstable
27.46,83.5,1008.24,Unstable
32.65,219.4,995.0,Hot_Dry
24.59,384.0,968.78,Cool_Humid
30.22,261.6,995.0,Hot_Dry
24.78,464.3,954.37,Cool_Humid
31.04,134.8,998.39,Hot_Dry
29.73,118.2,1004.54,Hot_Dry
31.15,804.8,927.46,Unstable
30.72,100.2,1007.93,Hot_Dry
23.51,465.4,959.25,Cool_Humid
27.68,307.7,987.54,Unstable
30.51,192.9,995.0,Hot_Dry
34.25,74.3,1006.44,Hot_Dry
30.76,132.3,999.44,Hot_Dry
23.58,587.7,945.0,Cool_Humid
26.0,200.0,986.61,Cool_Humid
19.31,266.8,975.63,Unstable
40.0,299.9,981.29,Unstable
35.34,317.0,992.65,Unstable
35.0,156.3,996.06,Hot_Dry
35.0,129.4,1004.36,Hot_Dry
22.14,786.1,908.25,Unstable
33.12,561.1,955.47,Unstable
27.72,322.5,972.33,Unstable
23.78,941.7,900.0,Unstable
29.08,300.0,995.0,Hot_Dry
23.43,699.2,945.0,Cool_Humid
23.63,392.7,965.64,Cool_Humid
23.76,653.2,933.56,Unstable
21.25,677.8,934.76,Unstable
35.0,200.3,995.0,Hot_Dry
33.33,108.5,1000.49,Hot_Dry
23.78,385.2,968.63,Cool_Humid
29.72,214.2,995.0,Hot_Dry
26.5,336.2,963.73,Unstable
32.83,60.7,1033.38,Unstable
32.33,132.1,996.28,Hot_Dry
34.22,37.9,1012.0,Hot_Dry
29.08,725.6,916.15,Unstable
36.36,604.0,952.94,Unstable
21.61,544.5,948.35,Cool_Humid
16.26,221.5,990.77,Unstable
20.46,591.3,945.0,Cool_Humid
25.04,838.1,922.83,Unstable
21.39,490.5,943.49,Unstable
28.64,41.8,1006.81,Hot_Dry
25.59,575.4,947.43,Cool_Humid
24.94,584.2,946.7,Cool_Humid
25.3,233.6,983.76,Cool_Humid
36.16,812.4,900.0,Unstable
24.93,750.1,945.0,Cool_Humid
23.31,432.2,960.66,Cool_Humid
24.44,390.9,967.02,Cool_Humid
20.87,675.1,945.0,Cool_Humid
22.81,264.1,983.92,Cool_Humid
31.91,224.0,995.0,Hot_Dry
22.18,767.9,909.57,Unstable
23.69,379.3,967.42,Cool_Humid
23.33,624.5,945.0,Cool_Humid
25.51,728.4,917.72,Unstable
33.39,721.1,906.13,Unstable
23.66,513.7,949.49,Cool_Humid
22.58,516.4,953.7,Cool_Humid
15.0,713.2,908.28,Unstable
24.12,662.0,953.89,Unstable
33.65,108.8,1006.85,Hot_Dry
30.92,189.3,995.0,Hot_Dry
21.09,463.6,958.48,Cool_Humid
21.71,672.5,945.0,Cool_Humid
33.25,201.1,995.0,Hot_Dry
16.25,133.9,977.98,Unstable
33.39,83.9,1007.53,Hot_Dry
40.0,829.8,913.41,Unstable
30.1,216.3,995.0,Hot_Dry
21.43,559.8,946.11,Cool_Humid
22.67,518.7,953.62,Cool_Humid
31.76,64.2,1008.79,Hot_Dry
15.48,782.2,934.92,Unstable
27.88,463.9,959.16,Unstable
33.82,427.6,971.78,Unstable
31.51,73.4,1004.75,Hot_Dry
29.07,78.6,1004.96,Hot_Dry
29.07,977.4,900.0,Unstable
15.85,263.0,970.94,Unstable
20.81,272.7,988.39,Unstable
24.01,468.2,957.59,Cool_Humid
22.34,326.9,976.58,Cool_Humid
28.79,750.4,900.0,Unstable
26.0,432.0,963.08,Cool_Humid
22.6,497.0,950.7,Cool_Humid
40.0,347.9,974.65,Unstable
20.0,579.6,945.77,Cool_Humid
25.83,368.5,968.99,Cool_Humid
21.54,171.6,987.31,Unstable
34.13,130.7,1003.0,Hot_Dry
22.65,242.6,985.69,Cool_Humid
39.43,66.0,1026.57,Unstable
23.94,500.3,954.1,Cool_Humid
35.21,14.2,1015.97,Unstable
19.37,531.6,966.2,Unstable
20.0,606.9,945.0,Cool_Humid
29.85,95.3,1008.93,Hot_Dry
29.67,83.4,1005.55,Hot_Dry
21.07,49.0,1024.59,Unstable
23.36,462.1,958.95,Cool_Humid
16.56,559.6,956.97,Unstable
29.75,106.4,1000.07,Unstable
21.87,683.2,945.0,Cool_Humid
24.73,678.4,945.0,Cool_Humid
15.0,625.8,923.15,Unstable
22.59,478.8,955.39,Cool_Humid
35.39,544.0,938.13,Unstable
17.36,686.8,942.74,Unstable
31.74,208.2,995.0,Hot_Dry
21.7,371.1,965.25,Cool_Humid
23.98,536.5,947.11,Cool_Humid
25.0,523.3,951.84,Cool_Humid
31.4,255.4,995.0,Hot_Dry
22.31,634.5,945.0,Cool_Humid
31.36,184.7,996.14,Hot_Dry
40.0,462.9,991.4,Unstable
23.64,782.0,945.0,Cool_Humid
37.01,784.2,930.73,Unstable
20.14,42.6,1013.02,Unstable
20.22,617.5,945.0,Cool_Humid
22.89,621.3,945.0,Cool_Humid
32.41,99.6,1007.95,Hot_Dry
34.23,590.1,928.82,Unstable
26.84,50.6,1014.12,Unstable
